case_id,source,preconditions,steps,expected,status,environment,evidence,actual_result,remaining_or_blocker
UI-005,FEATURE_CASES.md:310,ENV-PAD-W + 最大辅助功能字号,重复 UI-004,自动回单栏；任务关键控件不隐藏；长标签竖向增长,未测试,冻结产品；iPad Pro11 M5 / iOS26.5模拟器；默认及zh-Hant/en/ja AXXXL,FEATURE_CASES.md:310（仅用例定义，无运行证据）; evidence/ipad-summary.json; evidence/ipad-retry-summary.json; evidence/ipad-retry.log:309; evidence/ipad-retry.log:586; evidence/ipad-screen-retry-summary.json; evidence/screenshots/ipad-full-layout-3-tab-4.png,无完整运行证据；静态设计不计通过；首轮2项定位失败；修定位重试2项通过（标签点击/截图）。app.screenshot横屏裁剪，不能据截图判布局通过；窄窗口/分屏/所有字号与焦点仍未完整执行；最终iPad整屏复测2项通过，五标签横竖屏/繁中英日最大字号点击；旧app截图裁剪未判产品缺陷；完整分屏/键盘/全部页面仍未测,尚未逐步执行全部步骤/预期；旧入口/行号需按SNAPSHOT_DELTA.md重绑，模型通过不证明冻结UI可达
UI-006,FEATURE_CASES.md:311,iPhone/iPad + zh-Hant,遍历全部页面和错误/空状态,无简中残留的活跃 UI、截断、格式占位符错位；术语一致,未测试,冻结产品；iPad Pro11 M5 / iOS26.5模拟器；默认及zh-Hant/en/ja AXXXL,FEATURE_CASES.md:311（仅用例定义，无运行证据）; evidence/ipad-summary.json; evidence/ipad-retry-summary.json; evidence/ipad-retry.log:309; evidence/ipad-retry.log:586,无完整运行证据；静态设计不计通过；首轮2项定位失败；修定位重试2项通过（标签点击/截图）。app.screenshot横屏裁剪，不能据截图判布局通过；窄窗口/分屏/所有字号与焦点仍未完整执行,尚未逐步执行全部步骤/预期
UI-007,FEATURE_CASES.md:312,iPhone/iPad + ja,同上,日文自然且不裁切；a/i/u/e/o 的假名/罗马字意图清楚,未测试,冻结产品；iPad Pro11 M5 / iOS26.5模拟器；默认及zh-Hant/en/ja AXXXL,FEATURE_CASES.md:312（仅用例定义，无运行证据）; evidence/ipad-summary.json; evidence/ipad-retry-summary.json; evidence/ipad-retry.log:309; evidence/ipad-retry.log:586,无完整运行证据；静态设计不计通过；首轮2项定位失败；修定位重试2项通过（标签点击/截图）。app.screenshot横屏裁剪，不能据截图判布局通过；窄窗口/分屏/所有字号与焦点仍未完整执行,尚未逐步执行全部步骤/预期
UI-008,FEATURE_CASES.md:313,iPhone/iPad + en,同上,英文长字符串可换行；按钮仍可达；无未翻译活跃项,未测试,冻结产品；iPad Pro11 M5 / iOS26.5模拟器；默认及zh-Hant/en/ja AXXXL,FEATURE_CASES.md:313（仅用例定义，无运行证据）; evidence/ipad-summary.json; evidence/ipad-retry-summary.json; evidence/ipad-retry.log:309; evidence/ipad-retry.log:586,无完整运行证据；静态设计不计通过；首轮2项定位失败；修定位重试2项通过（标签点击/截图）。app.screenshot横屏裁剪，不能据截图判布局通过；窄窗口/分屏/所有字号与焦点仍未完整执行,尚未逐步执行全部步骤/预期
UI-009,FEATURE_CASES.md:314,支持的 RTL 伪语言,遍历导航、列表、工具栏、滑动动作、进度,系统方向镜像合理；数值/hex/IP/时间仍可读；无手工左右假设破坏任务,未测试,冻结版待验收；按前置条件执行；环境结果见COVERAGE.md；本用例未覆盖部分仍待执行,FEATURE_CASES.md:314（仅用例定义，无运行证据）,无完整运行证据；静态设计不计通过,尚未逐步执行全部步骤/预期
UI-010,FEATURE_CASES.md:315,Increase Contrast,遍历预览、色块、选中项、状态色、启动层,文字/边框/选中状态可分辨；不靠低透明度色差,未测试,冻结版待验收；按前置条件执行；环境结果见COVERAGE.md；本用例未覆盖部分仍待执行,FEATURE_CASES.md:315（仅用例定义，无运行证据）,无完整运行证据；静态设计不计通过,尚未逐步执行全部步骤/预期
UI-011,FEATURE_CASES.md:316,Reduce Transparency,遍历列表、底部附件、sheet、缩放预览边缘,层级与文字保持清楚；透明/模糊不是唯一分隔手段,未测试,冻结版待验收；按前置条件执行；环境结果见COVERAGE.md；本用例未覆盖部分仍待执行,FEATURE_CASES.md:316（仅用例定义，无运行证据）,无完整运行证据；静态设计不计通过,尚未逐步执行全部步骤/预期
UI-012,FEATURE_CASES.md:317,Differentiate Without Color + 灰度,检查连接、校准、颜色、日志级别、错误、选择态,图标/文字/边框提供冗余线索；所有状态不只靠颜色,未测试,冻结版待验收；按前置条件执行；环境结果见COVERAGE.md；本用例未覆盖部分仍待执行,FEATURE_CASES.md:317（仅用例定义，无运行证据）,无完整运行证据；静态设计不计通过,尚未逐步执行全部步骤/预期
UI-013,FEATURE_CASES.md:318,Reduce Motion,启动、开关控制中心、缩放回弹、列表切页、播放,启动和 zoom 转场简化；任务不延迟；交互状态仍明确,未测试,冻结版待验收；按前置条件执行；环境结果见COVERAGE.md；本用例未覆盖部分仍待执行,FEATURE_CASES.md:318（仅用例定义，无运行证据）,无完整运行证据；静态设计不计通过,尚未逐步执行全部步骤/预期
UI-014,FEATURE_CASES.md:319,VoiceOver,按视觉顺序遍历每页并激活主要动作,标题/值/状态/禁用原因可理解；图标按钮有标签；组合行不重复朗读,未测试,冻结版待验收；按前置条件执行；环境结果见COVERAGE.md；本用例未覆盖部分仍待执行,FEATURE_CASES.md:319（仅用例定义，无运行证据）,无完整运行证据；静态设计不计通过,尚未逐步执行全部步骤/预期
UI-015,FEATURE_CASES.md:320,VoiceOver + 控制预览,尝试编辑一颗指定 LED，随后使用逐灯 Stepper,预览提供总体摘要；逐灯编辑作为无需精确拖动的完整替代；状态变化可读,未测试,冻结版待验收；按前置条件执行；环境结果见COVERAGE.md；本用例未覆盖部分仍待执行,FEATURE_CASES.md:320（仅用例定义，无运行证据）,无完整运行证据；静态设计不计通过,尚未逐步执行全部步骤/预期；旧入口/行号需按SNAPSHOT_DELTA.md重绑，模型通过不证明冻结UI可达
UI-016,FEATURE_CASES.md:321,VoiceOver + 表情排序,仅用“上移/下移”和完成/取消排序,可完成同等排序任务；边界项无错误移动；焦点稳定,未测试,冻结版待验收；按前置条件执行；环境结果见COVERAGE.md；本用例未覆盖部分仍待执行,FEATURE_CASES.md:321（仅用例定义，无运行证据）,无完整运行证据；静态设计不计通过,尚未逐步执行全部步骤/预期
UI-017,FEATURE_CASES.md:322,Voice Control/Switch Control,完成控制保存、文字发送、口型开始/停止、演出播放/停止,控件有可说名称且不依赖精确手势；焦点顺序符合任务顺序,阻塞,待真机/370 LED测试板；BLE/TCP/系统权限或外设条件依用例,evidence/serial-status.txt; evidence/serial-retry.txt; 主流程DeviceHub执行记录（未落独立日志）,无完整运行证据；静态设计不计通过,实板status两次读取0字节；DeviceHub无全屏操作API且应用调用超时，未形成可执行真机/实板验收链路。不得用模拟器替代；键盘/指针例还需相应外设
UI-018,FEATURE_CASES.md:323,iPad 硬件键盘,遍历 Form/List/TextEditor、sheet、文件选择,Tab/Shift-Tab 焦点可达；Return/Space 可激活；Escape/取消路径可用；输入不陷住,阻塞,待真机/370 LED测试板；BLE/TCP/系统权限或外设条件依用例,evidence/serial-status.txt; evidence/serial-retry.txt; 主流程DeviceHub执行记录（未落独立日志）,无完整运行证据；静态设计不计通过,实板status两次读取0字节；DeviceHub无全屏操作API且应用调用超时，未形成可执行真机/实板验收链路。不得用模拟器替代；键盘/指针例还需相应外设
UI-019,FEATURE_CASES.md:324,粗体文本 + 最大字号,全部核心页,关键值、错误、进度和破坏性确认不裁切；可滚动到主动作,未测试,冻结产品；iPhone17Pro/iOS27模拟器；en/ja AXXXL,FEATURE_CASES.md:324（仅用例定义，无运行证据）; evidence/ipad-summary.json; evidence/ipad-retry-summary.json; evidence/ipad-retry.log:309; evidence/ipad-retry.log:586; evidence/screenshots/iphone27-en-AXXXL-tab-0.png; evidence/screenshots/iphone27-ja-AXXXL-tab-4.png,无完整运行证据；静态设计不计通过；首轮2项定位失败；修定位重试2项通过（标签点击/截图）。app.screenshot横屏裁剪，不能据截图判布局通过；窄窗口/分屏/所有字号与焦点仍未完整执行；AXXXL设备条图标溢出见CC-009；未确认粗体/所有主题/全部页面，保留部分视觉证据，不标整例通过,尚未逐步执行全部步骤/预期
UI-020,FEATURE_CASES.md:325,典型/超长/空/加载/错误/离线内容,对每个列表页注入五态,状态之间不混淆；错误有恢复路径；晚到数据不破坏当前选择,未测试,冻结版待验收；按前置条件执行；环境结果见COVERAGE.md；本用例未覆盖部分仍待执行,FEATURE_CASES.md:325（仅用例定义，无运行证据）,无完整运行证据；静态设计不计通过,尚未逐步执行全部步骤/预期
UI-021,FEATURE_CASES.md:326,iPad 四方向；iPhone 竖屏与倒置竖屏,在页面打开、sheet/键盘显示、导入过程中旋转,安全区、键盘、列表、双栏适配；任务状态不丢；无错误横屏强制,未测试,冻结产品；iPad Pro11 M5 / iOS26.5模拟器；默认及zh-Hant/en/ja AXXXL,evidence/frozen-baseline.log:1905#testAllTabsPortraitAndSupportedRotationScreenshots; evidence/ipad-summary.json; evidence/ipad-retry-summary.json; evidence/ipad-retry.log:309; evidence/ipad-retry.log:586; evidence/ipad-screen-retry-summary.json; evidence/screenshots/ipad-full-layout-3-tab-4.png,部分自动化证据：五标签切换与截图通过；精确五同级首次启动、20次草稿保留、全部支持方向/键盘/sheet/iPad未覆盖；iPhone横向请求截图不证明支持横屏；testAllTabsPortraitAndSupportedRotationScreenshots=通过；首轮2项定位失败；修定位重试2项通过（标签点击/截图）。app.screenshot横屏裁剪，不能据截图判布局通过；窄窗口/分屏/所有字号与焦点仍未完整执行；最终iPad整屏复测2项通过，五标签横竖屏/繁中英日最大字号点击；旧app截图裁剪未判产品缺陷；完整分屏/键盘/全部页面仍未测,完整原用例仍未执行；须补原文中未覆盖的UI/边界/生命周期/设备步骤，不能按子测试通过数标整例通过；旧入口/行号需按SNAPSHOT_DELTA.md重绑，模型通过不证明冻结UI可达
UI-022,FEATURE_CASES.md:327,iPad 指针/触控板,hover/点击色块、列表、附件、滑动替代菜单,点击区清楚；context menu 可用；无只有触摸才可达的关键动作,阻塞,待真机/370 LED测试板；BLE/TCP/系统权限或外设条件依用例,evidence/serial-status.txt; evidence/serial-retry.txt; 主流程DeviceHub执行记录（未落独立日志）,无完整运行证据；静态设计不计通过,实板status两次读取0字节；DeviceHub无全屏操作API且应用调用超时，未形成可执行真机/实板验收链路。不得用模拟器替代；键盘/指针例还需相应外设
UI-023,FEATURE_CASES.md:328,浅色/深色 + 显示面板照片开/关,在控制、文字、口型、演出、Debug 对比同帧,370 LED 位置/亮灭一致；照片关闭时未亮网格可见；预览不裁切、不拉伸,未测试,冻结版待验收；按前置条件执行；环境结果见COVERAGE.md；本用例未覆盖部分仍待执行,FEATURE_CASES.md:328（仅用例定义，无运行证据）,无完整运行证据；静态设计不计通过,尚未逐步执行全部步骤/预期
UI-024,FEATURE_CASES.md:329,快速手势压力,控制预览快速绘制、交叉回划、边缘起手、缩放中加第二手势、页面滚动,绘制/滚动/缩放仲裁稳定；取消后临时状态清空；无卡住禁滚,未测试,冻结版待验收；按前置条件执行；环境结果见COVERAGE.md；本用例未覆盖部分仍待执行,FEATURE_CASES.md:329（仅用例定义，无运行证据）,无完整运行证据；静态设计不计通过,尚未逐步执行全部步骤/预期
UI-025,FEATURE_CASES.md:330,动态窗口宽度,在 740→780→740 pt 缓慢/快速调整，操作仍在进行,仅在阈值切布局；模型和导航保持；无两份交互同时响应,未测试,冻结产品；iPad Pro11 M5 / iOS26.5模拟器；默认及zh-Hant/en/ja AXXXL,FEATURE_CASES.md:330（仅用例定义，无运行证据）; evidence/ipad-summary.json; evidence/ipad-retry-summary.json; evidence/ipad-retry.log:309; evidence/ipad-retry.log:586,无完整运行证据；静态设计不计通过；首轮2项定位失败；修定位重试2项通过（标签点击/截图）。app.screenshot横屏裁剪，不能据截图判布局通过；窄窗口/分屏/所有字号与焦点仍未完整执行,尚未逐步执行全部步骤/预期；旧入口/行号需按SNAPSHOT_DELTA.md重绑，模型通过不证明冻结UI可达
VIS-001,FEATURE_CASES.md:336,控制,遍历页面并按检查点观察和操作,预览标题/已发送说明、画笔、主发送、保存、部件、更多编辑层级；缩放框只在放大时出现,未测试,冻结版待验收；按前置条件执行；环境结果见COVERAGE.md；本用例未覆盖部分仍待执行,FEATURE_CASES.md:336（仅用例定义，无运行证据）,无完整运行证据；静态设计不计通过,尚未逐步执行全部步骤/预期；旧入口/行号需按SNAPSHOT_DELTA.md重绑，模型通过不证明冻结UI可达
VIS-002,FEATURE_CASES.md:337,表情库,遍历页面并按检查点观察和操作,默认/我的分组、受保护标记、缩略图、搜索、多选底栏、撤销条不会互相遮挡,未测试,冻结版待验收；按前置条件执行；环境结果见COVERAGE.md；本用例未覆盖部分仍待执行,FEATURE_CASES.md:337（仅用例定义，无运行证据）,无完整运行证据；静态设计不计通过,尚未逐步执行全部步骤/预期
VIS-003,FEATURE_CASES.md:338,文字,遍历页面并按检查点观察和操作,编辑器为主内容；聚焦时空间合理；超限错误和上传进度不跳版；播放预览为只读,未测试,冻结版待验收；按前置条件执行；环境结果见COVERAGE.md；本用例未覆盖部分仍待执行,FEATURE_CASES.md:338（仅用例定义，无运行证据）,无完整运行证据；静态设计不计通过,尚未逐步执行全部步骤/预期
VIS-004,FEATURE_CASES.md:339,口型,遍历页面并按检查点观察和操作,开始/停止为主动作；音量条阈值标记；原始/平滑元音区别；校准进度不挤压操作,未测试,冻结版待验收；按前置条件执行；环境结果见COVERAGE.md；本用例未覆盖部分仍待执行,FEATURE_CASES.md:339（仅用例定义，无运行证据）,无完整运行证据；静态设计不计通过,尚未逐步执行全部步骤/预期
VIS-005,FEATURE_CASES.md:340,演出,遍历页面并按检查点观察和操作,素材与播放层级；进度/时间稳定；缺音频与仅本机状态明确；错误可关闭,未测试,冻结版待验收；按前置条件执行；环境结果见COVERAGE.md；本用例未覆盖部分仍待执行,FEATURE_CASES.md:340（仅用例定义，无运行证据）,无完整运行证据；静态设计不计通过,尚未逐步执行全部步骤/预期
VIS-006,FEATURE_CASES.md:341,连接,遍历页面并按检查点观察和操作,三种事实摘要清楚；三条路线描述可换行；阶段状态不跳跃；密码不明文,未测试,冻结版待验收；按前置条件执行；环境结果见COVERAGE.md；本用例未覆盖部分仍待执行,FEATURE_CASES.md:341（仅用例定义，无运行证据）,无完整运行证据；静态设计不计通过,尚未逐步执行全部步骤/预期
VIS-007,FEATURE_CASES.md:342,Debug,遍历页面并按检查点观察和操作,顶部分段不遮内容；密集网格随宽度适配；危险动作与本机工具区分明显,未测试,冻结版待验收；按前置条件执行；环境结果见COVERAGE.md；本用例未覆盖部分仍待执行,FEATURE_CASES.md:342（仅用例定义，无运行证据）,无完整运行证据；静态设计不计通过,尚未逐步执行全部步骤/预期
VIS-008,FEATURE_CASES.md:343,启动/附件,遍历页面并按检查点观察和操作,启动层安全区、浅深色和文字对比；附件不遮 tab 或页面末项；sheet 来源连续,未测试,冻结产品；iPhone17Pro/iOS27模拟器；en/ja AXXXL,FEATURE_CASES.md:343（仅用例定义，无运行证据）; evidence/screenshots/iphone27-en-AXXXL-tab-0.png; evidence/screenshots/iphone27-ja-AXXXL-tab-4.png,无完整运行证据；静态设计不计通过；AXXXL设备条图标溢出见CC-009；未确认粗体/所有主题/全部页面，保留部分视觉证据，不标整例通过,尚未逐步执行全部步骤/预期
CON-01,PROTOCOL_CASES.md:39,真机，蓝牙权限未决定，测试板通电,设置→连接→扫描；分别用干净授权状态允许/拒绝；再关闭蓝牙重试,允许后发现板；拒绝/关闭显示可行动错误；不无限扫描或虚报连接,阻塞,待真机/370 LED测试板；BLE/TCP/系统权限或外设条件依用例,evidence/serial-status.txt; evidence/serial-retry.txt; 主流程DeviceHub执行记录（未落独立日志）,无完整运行证据；静态设计不计通过,实板status两次读取0字节；DeviceHub无全屏操作API且应用调用超时，未形成可执行真机/实板验收链路。不得用模拟器替代；键盘/指针例还需相应外设
CON-02,PROTOCOL_CASES.md:40,两块板，默认或独特名称,扫描→连A→断开→连B；记录BLE标识与名称,每板身份稳定、无同名误选；设备信息与当前板一致,阻塞,待真机/370 LED测试板；BLE/TCP/系统权限或外设条件依用例,evidence/serial-status.txt; evidence/serial-retry.txt; 主流程DeviceHub执行记录（未落独立日志）,无完整运行证据；静态设计不计通过,实板status两次读取0字节；DeviceHub无全屏操作API且应用调用超时，未形成可执行真机/实板验收链路。不得用模拟器替代；键盘/指针例还需相应外设
CON-03,PROTOCOL_CASES.md:41,板已加入与手机同一测试LAN,Bonjour选板；再断开后手输板IP连接；断开后输不可达地址,两种有效路径均TCP5370可PING；错误地址失败且可重试,阻塞,待真机/370 LED测试板；BLE/TCP/系统权限或外设条件依用例,evidence/serial-status.txt; evidence/serial-retry.txt; 主流程DeviceHub执行记录（未落独立日志）,无完整运行证据；静态设计不计通过,实板status两次读取0字节；DeviceHub无全屏操作API且应用调用超时，未形成可执行真机/实板验收链路。不得用模拟器替代；键盘/指针例还需相应外设
CON-04,PROTOCOL_CASES.md:42,替身可挂起A connect、B即时成功,开始A连接→B连接成功→释放A；同时检查ConnectionViewModel与BoardStore,B保留；A返回失败且不保存A为成功、不覆盖阶段/名称,未测试,冻结16:35版；iPhone 17 Pro / iOS26.5 Simulator / zh-Hans；模型测试无实板,evidence/frozen-baseline.log:1714#testLateCompletionFromSupersededConnectCannotOverwriteNewConnection,部分自动化证据：底层旧connect晚完成不覆盖新transport/代次通过；ViewModel、设备名与面板库隔离未全部覆盖；testLateCompletionFromSupersededConnectCannotOverwriteNewConnection=通过,完整原用例仍未执行；须补原文中未覆盖的UI/边界/生命周期/设备步骤，不能按子测试通过数标整例通过
CON-05,PROTOCOL_CASES.md:43,真机，分别建立BLE和TCP,连通后拔掉测试板电源→恢复；手动断开另做一轮,非手动断线重连有状态；恢复后preview/status/power默认事件继续；手动断开不自行连接,阻塞,待真机/370 LED测试板；BLE/TCP/系统权限或外设条件依用例,evidence/serial-status.txt; evidence/serial-retry.txt; 主流程DeviceHub执行记录（未落独立日志）,无完整运行证据；静态设计不计通过,实板status两次读取0字节；DeviceHub无全屏操作API且应用调用超时，未形成可执行真机/实板验收链路。不得用模拟器替代；键盘/指针例还需相应外设
CON-06,PROTOCOL_CASES.md:44,TCP连接稳定,前台无操作至少25秒，再PING、发送已知单点帧,5秒PING保活防止固件20秒闲置踢除；操作正常，无幽灵connected,阻塞,待真机/370 LED测试板；BLE/TCP/系统权限或外设条件依用例,evidence/serial-status.txt; evidence/serial-retry.txt; 主流程DeviceHub执行记录（未落独立日志）,无完整运行证据；静态设计不计通过,实板status两次读取0字节；DeviceHub无全屏操作API且应用调用超时，未形成可执行真机/实板验收链路。不得用模拟器替代；键盘/指针例还需相应外设
WIFI-01,PROTOCOL_CASES.md:45,定位未授权的真机，已连接Wi-Fi,首次进连接页观察；只有点读取当前Wi-Fi才授权；允许精确定位后读取,进入不自动请求；手机SSID单独显示，不把面板SSID或transport当手机SSID,阻塞,待真机/370 LED测试板；BLE/TCP/系统权限或外设条件依用例,evidence/serial-status.txt; evidence/serial-retry.txt; 主流程DeviceHub执行记录（未落独立日志）,无完整运行证据；静态设计不计通过,实板status两次读取0字节；DeviceHub无全屏操作API且应用调用超时，未形成可执行真机/实板验收链路。不得用模拟器替代；键盘/指针例还需相应外设
WIFI-02,PROTOCOL_CASES.md:46,真机，可重置授权,分别拒绝定位、关闭精确定位、系统不返回SSID；每次点击读取,分别权限拒绝/需要精确定位/不可读取；不能断言“手机断网”；BLE仍可控制,阻塞,待真机/370 LED测试板；BLE/TCP/系统权限或外设条件依用例,evidence/serial-status.txt; evidence/serial-retry.txt; 主流程DeviceHub执行记录（未落独立日志）,无完整运行证据；静态设计不计通过,实板status两次读取0字节；DeviceHub无全屏操作API且应用调用超时，未形成可执行真机/实板验收链路。不得用模拟器替代；键盘/指针例还需相应外设
WIFI-03,PROTOCOL_CASES.md:47,BLE连板，测试2.4GHz家庭网可见,板扫描→选SSID→输入密码→连接；等home已关联→点切换Wi-Fi→PING,凭据、等待、板已加入、App TCP连接分阶段；板SSID/IP/profile正确,阻塞,待真机/370 LED测试板；BLE/TCP/系统权限或外设条件依用例,evidence/serial-status.txt; evidence/serial-retry.txt; 主流程DeviceHub执行记录（未落独立日志）,无完整运行证据；静态设计不计通过,实板status两次读取0字节；DeviceHub无全屏操作API且应用调用超时，未形成可执行真机/实板验收链路。不得用模拟器替代；键盘/指针例还需相应外设
WIFI-04,PROTOCOL_CASES.md:48,BLE连板，故意错误的测试密码,家庭配网→等待45秒结果→修正密码重试,错误可见、无永久忙碌；重试成功；不显示App已TCP连接,阻塞,待真机/370 LED测试板；BLE/TCP/系统权限或外设条件依用例,evidence/serial-status.txt; evidence/serial-retry.txt; 主流程DeviceHub执行记录（未落独立日志）,无完整运行证据；静态设计不计通过,实板status两次读取0字节；DeviceHub无全屏操作API且应用调用超时，未形成可执行真机/实板验收链路。不得用模拟器替代；键盘/指针例还需相应外设
WIFI-05,PROTOCOL_CASES.md:49,iPhone个人热点可用；home关闭或不可见；BLE连板,iOS设置开启允许其他人加入，必要时最大兼容性；输入实际热点名/测试密码或选板扫描结果；配网,profile=hotspot才通过；以板上报IP连接TCP；不使用通用iPhone作默认真实SSID,阻塞,待真机/370 LED测试板；BLE/TCP/系统权限或外设条件依用例,evidence/serial-status.txt; evidence/serial-retry.txt; 主流程DeviceHub执行记录（未落独立日志）,无完整运行证据；静态设计不计通过,实板status两次读取0字节；DeviceHub无全屏操作API且应用调用超时，未形成可执行真机/实板验收链路。不得用模拟器替代；键盘/指针例还需相应外设
WIFI-06,PROTOCOL_CASES.md:50,WIFI-05成功,杀进程重启进入热点页；更换SSID；切回原SSID；清除热点配置后再次重启,已确认SSID/密码按账户恢复；换SSID不串密码；清除本机密码与板配置一致,阻塞,待真机/370 LED测试板；BLE/TCP/系统权限或外设条件依用例,evidence/serial-status.txt; evidence/serial-retry.txt; 主流程DeviceHub执行记录（未落独立日志）,无完整运行证据；静态设计不计通过,实板status两次读取0字节；DeviceHub无全屏操作API且应用调用超时，未形成可执行真机/实板验收链路。不得用模拟器替代；键盘/指针例还需相应外设
WIFI-07,PROTOCOL_CASES.md:51,注入Keychain save/delete失败的测试替身,完成热点关联后触发保存失败；另做删除失败；重启/读存储对照UI,UI不得声称密码已保存/已删除；保留可重试信息,未测试,冻结版待验收；按前置条件执行；环境结果见COVERAGE.md；本用例未覆盖部分仍待执行,PROTOCOL_CASES.md:51（仅用例定义，无运行证据）,无完整运行证据；静态设计不计通过,尚未逐步执行全部步骤/预期
WIFI-08,PROTOCOL_CASES.md:52,板BLE连通；默认AP配置已核实,设Wi-Fi模式ap→iPhone点板直连→允许系统加入→等待关联→PING,确认加入后再TCP192.168.1.14:5370；阶段与实际传输一致,阻塞,待真机/370 LED测试板；BLE/TCP/系统权限或外设条件依用例,evidence/serial-status.txt; evidence/serial-retry.txt; 主流程DeviceHub执行记录（未落独立日志）,无完整运行证据；静态设计不计通过,实板status两次读取0字节；DeviceHub无全屏操作API且应用调用超时，未形成可执行真机/实板验收链路。不得用模拟器替代；键盘/指针例还需相应外设
WIFI-09,PROTOCOL_CASES.md:53,同WIFI-08,拒绝系统加入；再用错误/不可见AP；再正常重试,分别显示失败、可重试；不能仅配置安装完成就显示连接成功,阻塞,待真机/370 LED测试板；BLE/TCP/系统权限或外设条件依用例,evidence/serial-status.txt; evidence/serial-retry.txt; 主流程DeviceHub执行记录（未落独立日志）,无完整运行证据；静态设计不计通过,实板status两次读取0字节；DeviceHub无全屏操作API且应用调用超时，未形成可执行真机/实板验收链路。不得用模拟器替代；键盘/指针例还需相应外设
WIFI-10,PROTOCOL_CASES.md:54,替身或两块测试板,A开始home/hotspot配网，等待中切B；B发送同profile但不同SSID事件,A流程取消/失效；不操作B、不接受B事件完成A流程；参见静态风险1,未测试,冻结版待验收；按前置条件执行；环境结果见COVERAGE.md；本用例未覆盖部分仍待执行,PROTOCOL_CASES.md:54（仅用例定义，无运行证据）,无完整运行证据；静态设计不计通过,尚未逐步执行全部步骤/预期
WIFI-11,PROTOCOL_CASES.md:55,两组测试凭据已保存,home/hotspot都可见时重连；关闭home后重连；都关闭等AP与60秒重试；再恢复一网,home优先，其次hotspot，皆无回退AP；分别记录扫描/15秒关联/60秒重试,阻塞,待真机/370 LED测试板；BLE/TCP/系统权限或外设条件依用例,evidence/serial-status.txt; evidence/serial-retry.txt; 主流程DeviceHub执行记录（未落独立日志）,无完整运行证据；静态设计不计通过,实板status两次读取0字节；DeviceHub无全屏操作API且应用调用超时，未形成可执行真机/实板验收链路。不得用模拟器替代；键盘/指针例还需相应外设
WIFI-12,PROTOCOL_CASES.md:56,BLE连板,改名24 ASCII字节/8汉字→25字节/9汉字→清空；注入persisted:false,合法生效，超限阻止，清空恢复默认；persisted:false明确重启会丢失,阻塞,待真机/370 LED测试板；BLE/TCP/系统权限或外设条件依用例,evidence/serial-status.txt; evidence/serial-retry.txt; 主流程DeviceHub执行记录（未落独立日志）,无完整运行证据；静态设计不计通过,实板status两次读取0字节；DeviceHub无全屏操作API且应用调用超时，未形成可执行真机/实板验收链路。不得用模拟器替代；键盘/指针例还需相应外设
DBG-01,PROTOCOL_CASES.md:62,离线首次打开Debug；另有缺字段响应替身,查概览→连接并刷新→等31秒→断线,未采样/未知；输入不全不估算功率；显示采样时间/陈旧/断线前，不伪造0或健康,未测试,冻结版待验收；按前置条件执行；环境结果见COVERAGE.md；本用例未覆盖部分仍待执行,PROTOCOL_CASES.md:62（仅用例定义，无运行证据）,无完整运行证据；静态设计不计通过,尚未逐步执行全部步骤/预期
DBG-02,PROTOCOL_CASES.md:63,真板有EV_LOG能力,开日志→制造可识别板端事件→按来源/级别/搜索过滤→冻结→产生新日志→恢复→关闭→断线重连,来源正确；冻结只冻结展示；恢复可见新增；关闭不继续订阅；断线状态清楚，重连默认log关闭可重新开启,阻塞,待真机/370 LED测试板；BLE/TCP/系统权限或外设条件依用例,evidence/serial-status.txt; evidence/serial-retry.txt; 主流程DeviceHub执行记录（未落独立日志）,无完整运行证据；静态设计不计通过,实板status两次读取0字节；DeviceHub无全屏操作API且应用调用超时，未形成可执行真机/实板验收链路。不得用模拟器替代；键盘/指针例还需相应外设
DBG-03,PROTOCOL_CASES.md:64,本机DebugViewModel测试,注入普通password、带空格Bearer、转义引号密码、嵌套JSON测试字符串→复制/分享日志,导出不残留任何测试秘密完整值或尾部；普通诊断文字保留；检查500条上限与120条显示,失败,冻结16:35版；iPhone 17 Pro / iOS26.5 Simulator / zh-Hans；模型测试无实板,evidence/frozen-baseline.log:1703#testLogExportRedactsJSONPasswordAndKeepsDiagnosticContext; evidence/frozen-baseline.log:1701#testLogExportRedactsEntireBearerAuthorizationValue; evidence/frozen-baseline.log:1698#testLogExportDoesNotLeakPasswordSuffixAfterEscapedJSONQuote,部分自动化证据：普通JSON脱敏通过；Bearer token与转义引号密码后缀残留均失败；分享UI、所有字段及清空/容量未全执行；testLogExportRedactsJSONPasswordAndKeepsDiagnosticContext=通过；testLogExportRedactsEntireBearerAuthorizationValue=失败；testLogExportDoesNotLeakPasswordSuffixAfterEscapedJSONQuote=失败,已执行步骤违反明确预期；其余步骤未测试，仍须补验
DBG-04,PROTOCOL_CASES.md:65,真板正播放文字/演出,依次本机预览棋盘/边框/全黑→观察LED与当前输出；再明确发送棋盘,预览不改变板播放；发送才取得Debug输出，旧源停止且无迟到帧覆盖,阻塞,待真机/370 LED测试板；BLE/TCP/系统权限或外设条件依用例,evidence/serial-status.txt; evidence/serial-retry.txt; 主流程DeviceHub执行记录（未落独立日志）,无完整运行证据；静态设计不计通过,实板status两次读取0字节；DeviceHub无全屏操作API且应用调用超时，未形成可执行真机/实板验收链路。不得用模拟器替代；键盘/指针例还需相应外设
